144626339,144630794,144642420,144649451,144628340
289242217,289368361,289341263,289288943,289296727
433970646,433888599,433918705,433980320,434038632
578601180,578603103,578661528,578574282,578625443
723339055,723227973,723196580,723158342,723226853
867961381,867832890,867820185,867865311,867923021
1012569162,1012460401,1012477168,1012494037,1012797339
1157399499,1157347163,1157386938,1157590584,1157308583
140141054,139927888,139770177,139772593,140069625
284745082,284938859,284864512,284768668,284725693
429828898,429594437,429598480,429349218,429148298
574113691,574210488,574315103,574167201,574310025
718909486,718852978,718670287,718753500,719066850
863734653,863607619,863544108,863644014,863660283
1008408722,1008218290,1008231974,1007928620,1008146623
1152767730,1152634960,1152710433,1152637981,1152957021
135641053,135600338,135370101,135474717,135520317
280316996,279858827,280424013,280274342,280295452
424544122,424487546,424978056,424925158,425103279
569790397,569473444,569323944,569774449,569168647
714189650,714431971,713963421,714513402,714189916
859262167,858365589,858300730,858699161,859066107
1003436715,1003592461,1003508363,1003615702,1003528378
1147911032,1148047690,1148614271,1148417191,1147635797
131095786,131009088,131216992,130731976,130729223
275448990,275622153,274535526,275805752,275602061
420428004,419994306,419984502,420562601,420334756
564809160,564746972,564831887,565113734,565230958
709514523,709347215,709736217,709463474,709252137
854228886,854505863,853629477,853973391,854256555
998762511,998889138,998421159,998704999,998498324
1143830744,1144296760,1143263557,1144034895,1143735987
126047177,126079640,126983586,126454439,126768823
270999970,270442776,269660672,270859804,270594099
415126221,415833190,415081262,415163889,415988443
559809650,559830158,560089731,559835244,560341698
704391504,704767290,704279819,703498434,704998144
849056021,848440859,848616618,848266913,848635700
993297071,993252602,993391188,993133407,992988285